Id;Address1;Address2;CanEmail;CanMail;CanTelephone;CashCustomerFlag;City;CountryName;County;CurrencyName;Email;ExchangeRateGroupName;Fax;Industry;InvoiceRunCodeName;Name;Number;OwnerUserEmail;PaymentTermName;Postcode;Status;Telephone;Type;Website;ActiveFlag;OnStopFlag;TaxClassName;StateName;CanTakePaymentsFlag
331dc734-2fdf-4224-9817-d4c0702c325f;"Molenstraat 2";"";False;False;False;False;"Vught";"Netherlands";"Noord-Brabant";"Euros";"info@hazenberg.nl";"Standard Exchange Rate Group";"";"Construction";;"Hazenberg Bouw B.V.";"";"tom@portaboltpower.com";;"5262 ED";"Active";"0736580580";"Customer";"https://www.hazenberg.nl/";True;False;"Standard VAT";;False
d6b556c3-4dbd-4562-9454-edf7b75e115e;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"AW Group";"";"tom@portaboltpower.com";;"";"Active";"";"Prospect";"";True;False;"Standard VAT";;False
560e60d2-55e5-487c-b560-0253494d9b44;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"BGO Expathousing B.V.";"";"tom@portaboltpower.com";;"";"Active";"";"Prospect";"BGO-expathousing.nl";True;False;"Standard VAT";;False
c90d8382-3ef3-4194-a41b-299cb49a4bf2;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Locquet ";"";"tom@portaboltpower.com";;"";"Active";"";"Reseller";"";True;False;"Standard VAT";;False
5a984b08-6de8-4cf0-af80-6d56f2766314;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van Der Zanden";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
e968dea1-5016-4150-bbcc-d0919773ab4a;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Bam Wonen";"";"tom@portaboltpower.com";;"";"Active";"";"Prospect";"";True;False;"Standard VAT";;False
58e32b74-bff4-4dd0-a691-51f41413c5db;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van Dijck bv";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
0e774974-19f1-4ddf-ab63-a10188aefa7d;"De Smalle Zijde 33";"";False;False;False;False;"Veenendaal";"Netherlands";"Utrecht";"Euros";"info@vanverseveldinfra.nl";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van Verseveld Infra";"";"tom@portaboltpower.com";;"3903 LM";"Active";"0318 505 665";"Customer";"https://www.vanverseveldinfra.nl/";True;False;"Standard VAT";;False
eb3d7f1d-2225-4286-8105-dfa4d8b90963;"Schans 4, 4251 PT Werkendam";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"A den Dekker";"";"tom@portaboltpower.com";;"";"Active";"0183 501 455";"Customer";"";True;False;"Standard VAT";;False
5e4cd3c1-7b20-4860-8026-79df7e2d47c4;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Bouwbedrijf Vosman ";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
1b517eec-b8f4-4019-8d1f-7e4a381a5a23;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Landslake";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
a2e571c8-505a-4d12-b91c-145286623e3b;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Jenniskens";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
78ee5591-63d8-4ea5-97ca-32d6c27c2c2a;"Smaragdweg 3";"";False;False;False;False;"Alkmaar";"Netherlands";"Noord-Holland";"Euros";"info@groenebouwkracht.nl";"Standard Exchange Rate Group";"";"Plant and Tool";;"Groene Bouwkracht";"";"tom@portaboltpower.com";;"1812 RJ";"Active";"0885424030";"Customer";"";True;False;"Standard VAT";;False
dacc3444-f749-4f06-939f-d92e9b87b489;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"IMTO Benelux";"";"maikel@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
2a7c087a-389f-49f7-a4b7-18b821a8ab72;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"KES Engineering";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
219cb5c4-ce5e-4ea8-bcc1-a5923fbe9221;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Midpoint";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
a2b186dc-de55-48eb-8132-b9b849664d6f;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van Den Biggelaar";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
8ef48c59-72c2-40ae-99f0-728474962562;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Heijmans";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
27d6132b-0ad8-44b0-83ce-74e748a24893;"Het Fruit 22";"";False;False;False;False;"Barendrecht";"Netherlands";"Zuid-Holland";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Test Account";"0001";"tom@portaboltpower.com";;"2991 TR";"Active";"";"Customer";"";True;False;"Standard VAT";;False
8869e5e8-e947-4dde-8168-49ff7f05b701;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Elshout";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
009ecd59-2630-4a83-ae8c-be71a653cb52;"Hessenweg 2";"";False;False;False;False;"Ede";"Netherlands";"Gelderland";"Euros";"H.J.Budding@mindef.nl";"Standard Exchange Rate Group";"";"Military";;"Ministerie van Defensie";"";"maikel@portaboltpower.com";"30 Days";"6718 TD";"Active";"+31630443925";"Customer";"";True;False;"Standard VAT";;False
0ff6e6d2-82af-4239-8ffd-ba2378ee0f87;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Besix NL";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
b562705e-e6d7-4c56-87d9-a80cf06490ce;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Kormelink";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
6ea6d9ff-edac-4927-9433-929a68833565;"Industriestraat 9";"";False;False;False;False;"Dongen";"Netherlands";"Noord-Brabant";"Euros";"info@c-infra.nl";"Standard Exchange Rate Group";"";"Plant and Tool";;"C-Infra";"";"tom@portaboltpower.com";;"5107 NC";"Active";"0162371825";"Customer";"https://www.c-infra.nl/";True;False;"Standard VAT";;False
5a00b930-1672-4435-94fa-7a1f8ed2277d;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van Wijk Vastgoedonderhoud";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
4e8fbcd1-cdb9-40a7-b55a-4abc0705bfc5;"Collse Heide 2";"";False;False;False;False;"Nuenen";"Netherlands";"Noord-Brabant";"Euros";"info@qyuubs.nl";"Standard Exchange Rate Group";"";"Plant and Tool";;"Qyuubs";"";"maikel@portaboltpower.com";;"5674 VN";"Active";"040 283 18 17";"Customer";"www.qyuubs.nl";True;False;"Standard VAT";;False
16b95323-6cd6-4a7c-a48d-79cb3648884d;"Fabriekstraat 38";"Lint, Lint";False;False;False;False;"Antwerpen";"Belgium";"Vlaams Gewest";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"All4Set";"";"tom@portaboltpower.com";;"2547";"Active";"+32 474 037 246";"Customer";"";True;False;"Standard VAT";;False
c5a218df-35fd-46a9-81c8-494ae3b2e405;"Raadhuislaan 2A";"";False;False;False;False;"Oss";"Netherlands";"Noord-Brabant";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Machine Learning Company";"";"tom@portaboltpower.com";;"5341 GM";"Active";"0850653780";"Customer";"https://machine-learning-company.nl/";True;False;"Standard VAT";;False
00004adc-6e4a-447e-bccc-7963d8adfbce;"Pluto 9";"";False;False;False;False;"Heerenveen";"Netherlands";"Friesland";"Euros";"info@bouwbedrijfotter.nl";"Standard Exchange Rate Group";"";"Construction";;"Bouwbedrijf Otter";"";"maikel@portaboltpower.com";;"8448 CM";"Active";"";"Customer";"www.bouwbedrijfotter.nl";True;False;"Standard VAT";;False
65a270ab-1853-4675-b000-574466a58af9;"van Wijlickshove 16";"";False;False;False;False;"Lottum";"Netherlands";"Limburg";"Euros";"";"Standard Exchange Rate Group";"";"Construction";;"Bos Totaalbouw";"";"maikel@portaboltpower.com";;"5973 KG";"Active";"";"Customer";"https://bostotaalbouw.nl/";True;False;"Standard VAT";;False
cdefbffd-952d-46b9-b4c8-cbed90bfaff5;"Koperslagerstraat 1";"";False;False;False;False;"Assen";"Netherlands";"Drenthe";"Euros";"info@visser-assen.nl";"Standard Exchange Rate Group";"";"Plant and Tool";;"VIsser Assen";"";"maikel@portaboltpower.com";;"9403 VM";"Active";"0881343600";"Supplier";"www.visser-assen.nl";True;False;"Standard VAT";;False
ea64af94-b9d0-4871-903e-a725c7d54a08;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Infrascoop";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
4ccdf60f-79fa-4424-976e-af67e2a3d715;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Empretech ";"";"tom@portaboltpower.com";;"";"Active";"";"Prospect";"";True;False;"Standard VAT";;False
8437851f-ea22-4a32-a0f7-6d72aa12fd41;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Den Doorn Totaalinstallateurs";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
1ca23b41-e4a1-4aba-88ae-d2a18d3b0bf2;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Smits van Burgst";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
bef6f030-7512-4a7a-9692-765421601b57;"Irenestraat 46";"";False;False;False;False;"Waalwijk";"Netherlands";"Noord-Brabant";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Architectenbureau Goedehuizen";"";"tom@portaboltpower.com";;"5141 GJ";"Active";"0416 337 517";"Prospect";"";True;False;"Standard VAT";;False
4b693617-6939-4636-800d-0c8862c270f6;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"E-move";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
5c7f0597-57cd-454e-ae09-87b656aa6331;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"The Green Caravan";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
17345fde-e1c0-43a5-9033-c36fd364d25f;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"van der Ven ";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
2f6cd7d4-f868-4e67-a1b9-fdb748006562;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"van der Zanden";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
4c7d1b93-8a3f-482d-b872-85b8dbdef688;"Grote Bickersstraat 2a";"Amsterdam-Centrum";False;False;False;False;"Amsterdam";"Netherlands";"Noord-Holland";"Euros";"";"Standard Exchange Rate Group";"";"Automotive";;"vandebron";"";"maikel@portaboltpower.com";;"1013 KS";"Active";"";"Supplier";"";True;False;"Standard VAT";;False
